id,user_id,role
26bf254b-2685-4798-851d-9b1ac878fd82,8b0ab355-1729-4342-a266-fc086b64023d,admin
d06a4c5e-a5c4-475b-bb15-95e76d18a3ee,3a7feaa1-98bf-4d3a-982d-76e7fd0acf3f,admin
