id,date,page_url,clicks,impressions,ctr,position,updated_at
d744f14d-ca20-4e5f-9ec4-5c5d9faad750,2026-06-14,https://solisforest.com/blog,0,1,0,2,2026-06-16 03:00:03.645+00
55ea197a-5f86-4743-a552-18471da69ae7,2026-06-14,https://solisforest.com/ebooks,0,1,0,1,2026-06-16 03:00:03.645+00
4c1da464-674d-48e1-abd8-c79f851dd180,2026-06-14,https://solisforest.com/quiz,0,1,0,5,2026-06-16 03:00:03.645+00
7e8ab624-2b87-4f92-9c48-93cc7c94b397,2026-06-15,https://solisforest.com/about,0,6,0,4.666666666666666,2026-06-17 03:00:04.097+00
773a6e4a-7216-4e65-8045-19afe8aa4e30,2026-06-15,https://solisforest.com/blog,0,1,0,2,2026-06-17 03:00:04.097+00
e7d8c829-4ad2-45b9-9874-16ae92cba6fe,2026-06-15,https://solisforest.com/ebooks,0,1,0,1,2026-06-17 03:00:04.097+00
59a12844-f9de-4966-8cdb-8f1c591edceb,2026-06-15,https://solisforest.com/quiz,0,1,0,5,2026-06-17 03:00:04.097+00
4df01131-7d2c-476c-abd0-ba1d313a8bcf,2026-06-16,https://solisforest.com/about,0,6,0,4.666666666666666,2026-06-18 03:00:03.1+00
96121fb3-c6b1-40ad-96b2-c21c0ba6d8a6,2026-06-16,https://solisforest.com/blog,0,1,0,2,2026-06-18 03:00:03.1+00
d30a65e4-d9d3-4a6b-a445-900939339df0,2026-06-16,https://solisforest.com/ebooks,0,1,0,1,2026-06-18 03:00:03.1+00
549c31b3-e422-40a8-a198-c278501f7dae,2026-06-16,https://solisforest.com/quiz,0,1,0,5,2026-06-18 03:00:03.1+00
c39e20e7-4eb6-441e-b174-5fa727953a8b,2026-06-17,https://solisforest.com/about,0,6,0,4.666666666666666,2026-06-19 03:00:04.66+00
7f7bc023-8b57-4667-9ba9-2eecdbbb9483,2026-06-17,https://solisforest.com/blog,0,1,0,2,2026-06-19 03:00:04.66+00
76c8d811-67cd-4e41-8757-5d7eab234954,2026-06-17,https://solisforest.com/ebooks,0,1,0,1,2026-06-19 03:00:04.66+00
cef4ea43-2c10-418c-812b-aa3c495b34a8,2026-06-17,https://solisforest.com/quiz,0,1,0,5,2026-06-19 03:00:04.66+00
6b317032-356b-4c04-bfa2-68f15e791ef8,2026-06-18,https://solisforest.com/about,0,6,0,4.666666666666666,2026-06-20 03:00:03.257+00
f3b70333-7cc0-4b25-9fde-c53cb6b1b381,2026-06-18,https://solisforest.com/blog,0,1,0,2,2026-06-20 03:00:03.257+00
ea2e7948-03d5-42e6-ba31-9b1ee8acf8ac,2026-06-18,https://solisforest.com/ebooks,0,1,0,1,2026-06-20 03:00:03.257+00
041539dc-fe57-44e5-a8ed-94f4328e8c51,2026-06-18,https://solisforest.com/quiz,0,1,0,5,2026-06-20 03:00:03.257+00
b6f16203-38b5-4086-a365-8fa733921a0b,2026-06-19,https://solisforest.com/about,0,6,0,4.666666666666666,2026-06-21 03:00:03.083+00
cedbfff0-1480-4402-8c66-8a502941e6d4,2026-06-19,https://solisforest.com/blog,0,3,0,4,2026-06-21 03:00:03.083+00
0d197209-ded9-44bc-afb7-32f7f6195f47,2026-06-19,https://solisforest.com/ebooks,0,1,0,1,2026-06-21 03:00:03.083+00
57e8192f-342e-46c4-8c16-6e77afdf5a44,2026-06-19,https://solisforest.com/quiz,0,1,0,5,2026-06-21 03:00:03.083+00
dae729e1-1c8e-4fe6-8548-cd720335a63a,2026-06-20,https://solisforest.com/about,0,4,0,6,2026-06-22 03:00:03.238+00
b8e3f7af-8e67-41bd-8bde-05144108a59d,2026-06-20,https://solisforest.com/blog,0,2,0,5,2026-06-22 03:00:03.238+00
7729343f-e78d-4d2a-9939-d2c11af9f092,2026-06-21,https://solisforest.com/about,0,4,0,6,2026-06-23 03:00:03.128+00
ed23be70-140a-4ec4-a45b-ea0070ded667,2026-06-21,https://solisforest.com/blog,0,2,0,5,2026-06-23 03:00:03.128+00
